session,quelle,thema,erstellt,teacher_name,teacher_model,overall_score,themenbezogenheit,logik-des-aufbaus,ausfuehrlichkeit-aussagekraft,sprachbeherrschung,komplexitaet,wortschatz-textverknuepfung,gebrauch-sprachlicher-strukturen,teacher_folder
c87a084134de4c2eafcae9008af8cac2,ClaudeOpus4.6,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,gemini3-1pro-evaluator
dfe9dc88f77141de8ebec0fc17f5afa7,ClaudeOpus4.7,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,gemini3-1pro-evaluator
997493750eff4fd7989c6b1afd6b1f54,Gemini3.1Pro,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,gemini3-1pro-evaluator
3c11ee445e7642b9b2fc8527e214c871,Student,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,3.43,4.0,3.5,3.5,3.0,3.5,3.5,3.0,gemini3-1pro-evaluator
49e6d1167a094163be18898b59c69154,ChatGPT-3,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.57,4.5,4.5,5.0,5.0,4.0,4.5,4.5,gemini3-1pro-evaluator
fdfb0e4bc00c41999613e662e10c835a,ChatGPT-4,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.71,4.5,4.5,5.0,5.0,4.5,5.0,4.5,gemini3-1pro-evaluator
13c7fdfba82c486a8438d34229b29877,Qwen3.6Plus,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,gemini3-1pro-evaluator
9c0851ef7f5943b4bdd981ed2f24ae79,Kimi-K2.6,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,gemini3-1pro-evaluator
2c37a0170c114c2e98b862795783a942,MiniMax-M2.7,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.64,4.5,4.5,5.0,5.0,4.5,4.5,4.5,gemini3-1pro-evaluator
0365cf4536ac45e0828af7daac45c099,DeepSeek-V3.2,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,gemini3-1pro-evaluator
8c07c80ef3aa4c4b86d331c99807388d,GPT-5.5,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.64,4.5,4.5,5.0,5.0,4.5,4.5,4.5,gemini3-1pro-evaluator
7a71c8f180af428b800aebab53ae9f14,DeepSeek-V4Pro,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,gemini3-1pro-evaluator
eea81cfbab9047de8d7a1b105f688612,ClaudeOpus4.6,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.64,4.5,4.5,5.0,5.0,4.5,4.5,4.5,gemini3-1pro-evaluator
9cb0086c43f4411d93b60ca819ff2c75,ClaudeOpus4.7,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,gemini3-1pro-evaluator
e3ef236076f04a469d7cac02b5d36dc8,Gemini3.1Pro,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,gemini3-1pro-evaluator
747a78ebc36c4b85aa5fbc549a5d5a7b,Student,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.07,5.0,4.5,4.0,3.5,4.0,4.0,3.5,gemini3-1pro-evaluator
1c3dc4cebcf84a6299c3c3de2d51bf58,ChatGPT-3,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0,gemini3-1pro-evaluator
8f3abde37da541d3b59288f25b9b764c,ChatGPT-4,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.36,5.5,5.5,5.5,5.5,5.0,5.0,5.5,gemini3-1pro-evaluator
b2aa230144f04340a3360be713c2b871,Qwen3.6Plus,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.36,5.5,5.5,5.5,5.5,5.0,5.0,5.5,gemini3-1pro-evaluator
034bde51e0364498b4fae04bbb99926d,Kimi-K2.6,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0,gemini3-1pro-evaluator
05d99fe1bb074f45b8a14f5d4dca05e9,GLM-5.1,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0,gemini3-1pro-evaluator
4a662404628d447d976d441c497fd39a,MiniMax-M2.7,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0,gemini3-1pro-evaluator
76e1376d4897434fb1df32a87bfdc04d,DeepSeek-V3.2,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.36,5.5,5.5,5.5,5.5,5.0,5.0,5.5,gemini3-1pro-evaluator
d5838ac902c248738e97e0792bb2fc8f,GPT-5.5,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0,gemini3-1pro-evaluator
004f0f9684af49e68a2e26cbe4eea323,DeepSeek-V4Pro,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.36,5.5,5.5,5.5,5.5,5.0,5.0,5.5,gemini3-1pro-evaluator
8e9404910c7640ddb6685679c44be944,ClaudeOpus4.6,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0,gemini3-1pro-evaluator
243375b086c04a1bb2cb73752d11b15d,ClaudeOpus4.7,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0,gemini3-1pro-evaluator
e1ffd194894e46aba0f4dc74b1e17165,Gemini3.1Pro,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.29,5.5,5.0,5.5,5.5,5.0,5.0,5.5,gemini3-1pro-evaluator
3e036a31c5ca44c4b340ba83e38a2c2f,Student,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,3.14,3.5,3.5,3.0,3.0,3.0,3.0,3.0,gemini3-1pro-evaluator
9e0dc1ea6e8a4564bf974df53f8527f6,ChatGPT-3,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,gemini3-1pro-evaluator
bc9096d9b6e64a2e923d1081b007ffde,ChatGPT-4,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,gemini3-1pro-evaluator
af7f04c01f924484800a950df17fd9f2,Qwen3.6Plus,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,gemini3-1pro-evaluator
5dc485e263d5467ea6fcf0c4c5e22590,Kimi-K2.6,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,gemini3-1pro-evaluator
722c48bc86864d07aae3fd247c718929,GLM-5.1,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,gemini3-1pro-evaluator
5ca87ff57df74ffc884267a17bd69166,MiniMax-M2.7,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,gemini3-1pro-evaluator
0bc7447649904256bcdc9bf94d19b420,DeepSeek-V3.2,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,gemini3-1pro-evaluator
2a57938e9d414b5c8517bc8f164e78f1,GPT-5.5,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,gemini3-1pro-evaluator
fba08a06c0754995a1d5687def27867e,DeepSeek-V4Pro,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,gemini3-1pro-evaluator
89344b8858814d89bc7080528f4c12c9,ClaudeOpus4.6,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,gemini3-1pro-evaluator
fcb43e8b029b4f70a293bcfa4dc623f0,ClaudeOpus4.7,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,gemini3-1pro-evaluator
fdd64bd30332476fa5c0ca211c804d7c,Gemini3.1Pro,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,gemini3-1pro-evaluator
1a3ecf57eb5c4f8b9f6fa7d11bd4585e,Student,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,3.14,3.5,3.5,3.0,3.0,3.0,3.0,3.0,gemini3-1pro-evaluator
7daaf8819d824fe5884df6f5c790f29f,ChatGPT-3,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,gemini3-1pro-evaluator
cac5b48d52f84f4ab9030f94d0a431c6,ChatGPT-4,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,gemini3-1pro-evaluator
a65ba0fa2c304564b751b0d62e0d2f2f,Qwen3.6Plus,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,gemini3-1pro-evaluator
fed5aee11cf8465ea2f10853ae301c10,Kimi-K2.6,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,gemini3-1pro-evaluator
bba124a812f546af944c19e1de877ddb,GLM-5.1,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,gemini3-1pro-evaluator
e72d773813fe4dd5808dcbbb4efb79b4,MiniMax-M2.7,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,gemini3-1pro-evaluator
d44c0fdeda2a4ea58a3214550db0379b,DeepSeek-V3.2,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,gemini3-1pro-evaluator
3dab9e1e660c44f6b7df7f870fecc87e,GPT-5.5,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,gemini3-1pro-evaluator
42be476ce8c348ca8badc10ff45217b3,DeepSeek-V4Pro,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,gemini3-1pro-evaluator
b225d173363e4c899b3a3282fc0f1767,ClaudeOpus4.6,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,gemini3-1pro-evaluator
c9c96d4f66774a6181c711e6d623cd20,ClaudeOpus4.7,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,gemini3-1pro-evaluator
b8d6a27818df41c3a47d551be455edb8,Gemini3.1Pro,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,gemini3-1pro-evaluator
f43c2390bca549e9953e6987e5edbf31,Student,Is image more powerful than the written word?,2026-04-26T15:53:07.602403+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,4.79,5.5,5.0,5.0,4.5,4.5,4.5,4.5,gpt-5-4-evaluator
6055b762d1794e199d3df1836fdda338,ChatGPT-3,Is image more powerful than the written word?,2026-04-26T15:53:09.675469+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.0,5.5,5.5,5.0,5.0,4.5,5.0,4.5,gpt-5-4-evaluator
dd1bfd2895194551b6a4a8551503e449,ChatGPT-4,Is image more powerful than the written word?,2026-04-26T15:53:11.610782+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.36,5.5,5.5,5.5,5.5,5.0,5.5,5.0,gpt-5-4-evaluator
1172a9686480462c9372058ac8f47015,Qwen3.6Plus,Is image more powerful than the written word?,2026-04-26T15:53:13.505688+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5,gpt-5-4-evaluator
7d7a3a4a64954e5397ca0f47ff77c913,Kimi-K2.6,Is image more powerful than the written word?,2026-04-26T15:53:15.409237+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
a5d89121445d4d22b70d262a37b4c06b,GLM-5.1,Is image more powerful than the written word?,2026-04-26T15:53:17.153272+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.21,5.5,5.5,5.5,5.5,4.5,5.0,5.0,gpt-5-4-evaluator
226289cfeadd4dd59a00e9c1944c5d96,MiniMax-M2.7,Is image more powerful than the written word?,2026-04-26T15:53:18.987918+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.5,6.0,5.5,5.5,5.5,5.0,5.5,5.5,gpt-5-4-evaluator
76175eb585434115a891b4996979a81c,DeepSeek-V3.2,Is image more powerful than the written word?,2026-04-26T15:53:20.764201+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0,gpt-5-4-evaluator
11d34fca48114437bae647d64fe87783,GPT-5.5,Is image more powerful than the written word?,2026-04-26T15:53:22.603954+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
2efb7ed36e8f4e0db5b776cba83f9d86,DeepSeek-V4Pro,Is image more powerful than the written word?,2026-04-26T15:53:24.444412+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0,gpt-5-4-evaluator
57ab9eb5eb09438881c6c86568ce269a,ClaudeOpus4.6,Is image more powerful than the written word?,2026-04-26T15:53:26.186629+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5,gpt-5-4-evaluator
cb22bc521b274602bf182df345a67ca7,ClaudeOpus4.7,Is image more powerful than the written word?,2026-04-26T15:53:27.926238+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
4b0f2b5f8e0c4ecd9bd18f3961a443c7,Gemini3.1Pro,Is image more powerful than the written word?,2026-04-26T15:53:29.919120+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0,gpt-5-4-evaluator
7e1ba6792b20418da2497d05c84bbc1b,Student,Locker checks,2026-04-26T15:53:41.397724+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,4.71,5.5,5.0,5.0,4.0,4.5,4.5,4.5,gpt-5-4-evaluator
24806506eb594f1f8f19744a5754c33d,ChatGPT-3,Locker checks,2026-04-26T15:53:43.262775+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.64,6.0,6.0,6.0,6.0,4.5,5.5,5.5,gpt-5-4-evaluator
3942af460ead4919a55d3b6c371337b5,ChatGPT-4,Locker checks,2026-04-26T15:53:45.402652+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.21,5.5,5.5,5.5,5.5,4.5,5.0,5.0,gpt-5-4-evaluator
901fe57b1d674d809b32c5db06e7915e,Qwen3.6Plus,Locker checks,2026-04-26T15:53:46.978452+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.71,6.0,6.0,6.0,5.5,5.5,5.5,5.5,gpt-5-4-evaluator
f5875236fbe54c2caeca9405837616c3,Kimi-K2.6,Locker checks,2026-04-26T15:53:48.421107+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0,gpt-5-4-evaluator
513a403fb6824e2c80e170a4a49cc8da,GLM-5.1,Locker checks,2026-04-26T15:53:50.074822+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.71,6.0,6.0,6.0,5.5,5.5,5.5,5.5,gpt-5-4-evaluator
db4f04f9f0ca44f0bec7bace633628cd,MiniMax-M2.7,Locker checks,2026-04-26T15:53:51.690561+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.71,6.0,6.0,6.0,5.5,5.5,5.5,5.5,gpt-5-4-evaluator
493ba5934fa746329eb34861f03c65bf,DeepSeek-V3.2,Locker checks,2026-04-26T15:53:53.212750+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5,gpt-5-4-evaluator
8afd511e22c14201a66c80a4c4e98ff6,GPT-5.5,Locker checks,2026-04-26T15:53:55.136865+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
f90642ca64684807ab2549017ecb4581,DeepSeek-V4Pro,Locker checks,2026-04-26T15:53:56.603127+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0,gpt-5-4-evaluator
0945d6fe91584d9cb305986648c1cc87,ClaudeOpus4.6,Locker checks,2026-04-26T15:53:58.336209+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
da7aac7ee47f40199a736f4f426e2354,ClaudeOpus4.7,Locker checks,2026-04-26T15:53:59.980239+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
dc729065e0c140edaa5acfdaade2d078,Gemini3.1Pro,Locker checks,2026-04-26T15:54:01.530583+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0,gpt-5-4-evaluator
c2f455bb5f61467880241aebfa11de87,Student,Why you should exercise,2026-04-26T15:54:12.660969+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.14,6.0,5.5,5.5,4.5,4.5,5.0,5.0,gpt-5-4-evaluator
39a1056bdaaf44799c4a3cb2227d4ea3,ChatGPT-3,Why you should exercise,2026-04-26T15:54:14.593199+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
9db1968ce8db49c4b4d35c9d6f023b39,ChatGPT-4,Why you should exercise,2026-04-26T15:54:16.056764+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
8ae4e53061a8491296ae38362887a369,Qwen3.6Plus,Why you should exercise,2026-04-26T15:54:17.823355+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
12ba2ff443104aa0a0be0b2f3b23759c,Kimi-K2.6,Why you should exercise,2026-04-26T15:54:19.601362+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5,gpt-5-4-evaluator
ed6bfade195c47d595ddd4f1468c1cab,GLM-5.1,Why you should exercise,2026-04-26T15:54:21.320050+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
9b8d73f5eff349fbb6fb435c82e87c09,MiniMax-M2.7,Why you should exercise,2026-04-26T15:54:22.959520+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
9bfefeb5e46e49928fe3f05733da8b74,DeepSeek-V3.2,Why you should exercise,2026-04-26T15:54:24.437526+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
d87a12fe1148499c9c1174df3f4d0f4c,GPT-5.5,Why you should exercise,2026-04-26T15:54:25.921050+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
c272936624444909bdc211973648b0c2,DeepSeek-V4Pro,Why you should exercise,2026-04-26T15:54:27.606714+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0,gpt-5-4-evaluator
4860f505dfe948fe8be0610aa64c57a0,ClaudeOpus4.6,Why you should exercise,2026-04-26T15:54:29.484585+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
8b3a43139114495fa9a212d2be88c296,ClaudeOpus4.7,Why you should exercise,2026-04-26T15:54:31.301932+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5,gpt-5-4-evaluator
bef6340850f44a4d92d4b32d673c8dc1,Gemini3.1Pro,Why you should exercise,2026-04-26T15:54:32.835871+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,gpt-5-4-evaluator
49510b304b9e4191a1989489d9993b11,Student,Traditional games or modern games in developing children's skills,2026-04-26T15:54:44.197170+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,4.79,5.5,5.0,5.0,4.5,4.5,4.5,4.5,gpt-5-4-evaluator
6a1a930db59742cba4ea495654caebad,ChatGPT-3,Traditional games or modern games in developing children's skills,2026-04-26T15:54:46.310764+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.21,5.5,5.5,5.5,5.5,4.5,5.0,5.0,gpt-5-4-evaluator
